"subject_id" "trial_number" "trial_id" "target_sentence" "target_side" "other_side" "trial_type" "date_stamp" "time_stamp" "side_chosen" "accuracy" "rt" "play_counter" "order" "sentence_type" "animacy"
"1lnxkkBkcSSP61ZyjAlwc7ap7" 12 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "left" "right" "training" "7/18/2019" "10:50" "left" 1 5588.1 1 "Post" "DO" "NonPred"
"2GHibkOORxf1BEG7fHceuUNve" 1 "1dop" "The_boy_will_throw_the_bear_the_cheese" "left" "right" "training" "06/05/2019" "14:19" "left" 1 5583.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 2 "4dop" "George_will_send_the_donkey_the_brush" "right" "left" "training" "06/05/2019" "14:19" "right" 1 2671.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 3 "3dop" "Rebecca_Rabbit_will_bring_the_chicken_the_pencil" "left" "right" "training" "06/05/2019" "14:19" "left" 1 964.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 4 "12dop" "Winnie_the_pooh_will_show_the_duck_the_frisbee" "right" "left" "training" "06/05/2019" "14:19" "right" 1 2150.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 5 "11dop" "Marshall_will_pass_the_bee_the_gloves" "left" "right" "training" "06/05/2019" "14:19" "left" 1 1438.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 6 "8dop" "Chase_will_give_the_kitten_the_bisuit" "right" "left" "training" "06/05/2019" "14:19" "right" 1 2992.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 7 "10dop" "Boots_will_send_the_caterpillar_the_flower" "left" "right" "training" "06/05/2019" "14:19" "left" 1 1359.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 8 "5dop" "The_girl_will_pass_the_sheep_the_dress" "left" "right" "training" "06/05/2019" "14:19" "left" 1 2566.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 9 "2dop" "Tigger_will_give_the_zebra_the_bottle" "left" "right" "training" "06/05/2019" "14:19" "left" 1 838.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 10 "6dop" "Piglet_will_show_the_fish_the_plate" "right" "left" "training" "06/05/2019" "14:19" "right" 1 11575.661 1 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 11 "7dop" "Bob_the_builder_will_throw_the_penguin_the_shoe" "right" "left" "training" "06/05/2019" "14:19" "right" 1 1334.661 2 "Post" "DO" "Pred"
"2GHibkOORxf1BEG7fHceuUNve" 12 "9dop" "Dora_the_explorer_will_bring_the_hippo_the_spoon" "right" "left" "training" "06/05/2019" "14:19" "right" 1 1936.661 1 "Post" "DO" "Pred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 1 "1poup" "The_boy_will_throw_the_dinosaur_to_the_bear" "right" "left" "training" "6/28/2019" "10:10" "right" 1 8621 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 2 "8poup" "Chase_will_give_the_deer_to_the_kitten" "right" "left" "training" "6/28/2019" "10:10" "right" 1 4979 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 3 "12poup" "Winnie_the_pooh_will_show_the_owl_to_the_duck" "left" "right" "training" "6/28/2019" "10:10" "left" 1 5126 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 4 "7poup" "Bob_the_builder_will_throw_the_dog_to_the_penguin" "right" "left" "training" "6/28/2019" "10:10" "right" 1 5084 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 5 "3poup" "Rebecca_Rabbit_will_bring_the_frog_to_the_chicken" "left" "right" "training" "6/28/2019" "10:10" "left" 1 4006 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 6 "4poup" "George_will_send_the_fox_to_the_donkey" "right" "left" "training" "6/28/2019" "10:10" "right" 1 6782 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 7 "11poup" "Marshall_will_pass_the_goat_to_the_bee" "left" "right" "training" "6/28/2019" "10:10" "left" 1 1952 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 8 "5poup" "The_girl_will_pass_the_bird_to_the_sheep" "left" "right" "training" "6/28/2019" "10:10" "left" 1 3075 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 9 "2poup" "Tigger_will_give_the_butterfly_to_the_zebra" "left" "right" "training" "6/28/2019" "10:10" "left" 1 4082 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 10 "6poup" "Piglet_will_show_the_ant_to_the_fish" "right" "left" "training" "6/28/2019" "10:10" "right" 1 5352 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 11 "9poup" "Dora_the_explorer_will_bring_the_cow_to_the_hippo" "left" "right" "training" "6/28/2019" "10:10" "left" 1 4897 1 "Post" "PO" "NonPred"
"2hYJmUF5jJEGGI7LxAbvsImqO" 12 "10poup" "Boots_will_send_the_pig_to_the_caterpillar" "right" "left" "training" "6/28/2019" "10:10" "right" 1 4215 1 "Post" "PO" "NonPred"
"498wbE6Ds1TB31uO9iPg2FSGC" 1 "5pop" "The_girl_will_pass_the_dress_to_the_sheep" "left" "right" "training" "6/17/2019" "11:19" "left" 1 6542.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 2 "8pop" "Chase_will_give_the_biscuit_to_the_kitten" "left" "right" "training" "6/17/2019" "11:19" "left" 1 3507.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 3 "2pop" "Tigger_will_give_the_bottle_to_the_zebra" "right" "left" "training" "6/17/2019" "11:19" "right" 1 3105.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 4 "7pop" "Bob_the_builder_will_throw_the_shoe_to_the_penguin" "left" "right" "training" "6/17/2019" "11:19" "left" 1 5036.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 5 "9pop" "Dora_the_explorer_will_bring_the_spoon_to_the_hippo" "right" "left" "training" "6/17/2019" "11:19" "right" 1 3962.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 6 "6pop" "Piglet_will_show_the_plate_to_the_fish" "right" "left" "training" "6/17/2019" "11:19" "right" 1 3001.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 7 "11pop" "Marshall_will_pass_the_gloves_to_the_bee" "left" "right" "training" "6/17/2019" "11:19" "left" 1 727.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 8 "4pop" "George_will_send_the_brush_to_the_donkey" "left" "right" "training" "6/17/2019" "11:19" "left" 1 6206.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 9 "12pop" "Winnie_the_pooh_will_show_the_frisbee_to_the_duck" "right" "left" "training" "6/17/2019" "11:19" "right" 1 3172.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 10 "1pop" "The_boy_will_throw_the_cheese_to_the_bear" "left" "right" "training" "6/17/2019" "11:19" "left" 1 4631.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 11 "10pop" "Boots_will_send_the_flower_to_the_caterpillar" "right" "left" "training" "6/17/2019" "11:19" "right" 1 3687.342 1 "Pre" "PO" "Pred"
"498wbE6Ds1TB31uO9iPg2FSGC" 12 "3pop" "Rebecca_Rabbit_will_bring_the_pencil_to_the_chicken" "right" "left" "training" "6/17/2019" "11:19" "right" 1 2218.342 1 "Pre" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 1 "5pop" "The_girl_will_pass_the_dress_to_the_sheep" "right" "left" "training" "7/17/2019" "14:31" "right" 1 10803.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 2 "3pop" "Rebecca_Rabbit_will_bring_the_pencil_to_the_chicken" "right" "left" "training" "7/17/2019" "14:31" "right" 1 1612.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 3 "9pop" "Dora_the_explorer_will_bring_the_spoon_to_the_hippo" "left" "right" "training" "7/17/2019" "14:31" "left" 1 4024.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 4 "8pop" "Chase_will_give_the_biscuit_to_the_kitten" "right" "left" "training" "7/17/2019" "14:31" "right" 1 1900.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 5 "1pop" "The_boy_will_throw_the_cheese_to_the_bear" "left" "right" "training" "7/17/2019" "14:31" "left" 1 3507.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 6 "2pop" "Tigger_will_give_the_bottle_to_the_zebra" "left" "right" "training" "7/17/2019" "14:31" "left" 1 1323.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 7 "6pop" "Piglet_will_show_the_plate_to_the_fish" "right" "left" "training" "7/17/2019" "14:31" "right" 1 4371.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 8 "10pop" "Boots_will_send_the_flower_to_the_caterpillar" "right" "left" "training" "7/17/2019" "14:31" "right" 1 1217.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 9 "4pop" "George_will_send_the_brush_to_the_donkey" "right" "left" "training" "7/17/2019" "14:31" "right" 1 5916.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 10 "11pop" "Marshall_will_pass_the_gloves_to_the_bee" "left" "right" "training" "7/17/2019" "14:31" "left" 1 1428.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 11 "7pop" "Bob_the_builder_will_throw_the_shoe_to_the_penguin" "left" "right" "training" "7/17/2019" "14:31" "left" 1 983.342 1 "Post" "PO" "Pred"
"61x4FnXrK9rg95OYskMdijIyJ" 12 "12pop" "Winnie_the_pooh_will_show_the_frisbee_to_the_duck" "left" "right" "training" "7/17/2019" "14:31" "left" 1 1074.342 1 "Post" "PO" "Pred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 1 "9poup" "Dora_the_explorer_will_bring_the_cow_to_the_hippo" "right" "left" "training" "7/17/2019" "14:12" "right" 1 7203.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 2 "4poup" "George_will_send_the_fox_to_the_donkey" "right" "left" "training" "7/17/2019" "14:12" "right" 1 3280.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 3 "1poup" "The_boy_will_throw_the_dinosaur_to_the_bear" "right" "left" "training" "7/17/2019" "14:12" "right" 1 2660.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 4 "7poup" "Bob_the_builder_will_throw_the_dog_to_the_penguin" "left" "right" "training" "7/17/2019" "14:12" "left" 1 3061.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 5 "10poup" "Boots_will_send_the_pig_to_the_caterpillar" "left" "right" "training" "7/17/2019" "14:12" "left" 1 2422.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 6 "12poup" "Winnie_the_pooh_will_show_the_owl_to_the_duck" "right" "left" "training" "7/17/2019" "14:12" "right" 1 2621.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 7 "5poup" "The_girl_will_pass_the_bird_to_the_sheep" "left" "right" "training" "7/17/2019" "14:12" "left" 1 2315.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 8 "3poup" "Rebecca_Rabbit_will_bring_the_frog_to_the_chicken" "left" "right" "training" "7/17/2019" "14:12" "left" 1 413.756000000001 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 9 "6poup" "Piglet_will_show_the_ant_to_the_fish" "left" "right" "training" "7/17/2019" "14:12" "left" 1 960.756000000001 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 10 "8poup" "Chase_will_give_the_deer_to_the_kitten" "right" "left" "training" "7/17/2019" "14:12" "right" 1 1391.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 11 "2poup" "Tigger_will_give_the_butterfly_to_the_zebra" "left" "right" "training" "7/17/2019" "14:12" "left" 1 1013.756 1 "Pre" "PO" "NonPred"
"7MSbwhpozV3MbVAdES2Ot3Yed" 12 "11poup" "Marshall_will_pass_the_goat_to_the_bee" "right" "left" "training" "7/17/2019" "14:12" "right" 1 860.756000000001 1 "Pre" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 1 "10poup" "Boots_will_send_the_pig_to_the_caterpillar" "right" "left" "training" "7/18/2019" "13:41" "right" 1 4026.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 2 "6poup" "Piglet_will_show_the_ant_to_the_fish" "right" "left" "training" "7/18/2019" "13:41" "right" 1 8399.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 3 "12poup" "Winnie_the_pooh_will_show_the_owl_to_the_duck" "left" "right" "training" "7/18/2019" "13:41" "left" 1 5424.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 4 "9poup" "Dora_the_explorer_will_bring_the_cow_to_the_hippo" "left" "right" "training" "7/18/2019" "13:41" "left" 1 3487.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 5 "7poup" "Bob_the_builder_will_throw_the_dog_to_the_penguin" "right" "left" "training" "7/18/2019" "13:41" "right" 1 4437.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 6 "4poup" "George_will_send_the_fox_to_the_donkey" "left" "right" "training" "7/18/2019" "13:41" "left" 1 2777.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 7 "2poup" "Tigger_will_give_the_butterfly_to_the_zebra" "left" "right" "training" "7/18/2019" "13:41" "left" 1 1868.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 8 "8poup" "Chase_will_give_the_deer_to_the_kitten" "left" "right" "training" "7/18/2019" "13:41" "left" 1 8050.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 9 "11poup" "Marshall_will_pass_the_goat_to_the_bee" "right" "left" "training" "7/18/2019" "13:41" "right" 1 1774.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 10 "3poup" "Rebecca_Rabbit_will_bring_the_frog_to_the_chicken" "right" "left" "training" "7/18/2019" "13:41" "right" 1 4551.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 11 "1poup" "The_boy_will_throw_the_dinosaur_to_the_bear" "left" "right" "training" "7/18/2019" "13:41" "left" 1 2935.889 1 "Post" "PO" "NonPred"
"7VD7Nx9teJprkUcPfXD2yLYyi" 12 "5poup" "The_girl_will_pass_the_bird_to_the_sheep" "right" "left" "training" "7/18/2019" "13:41" "right" 1 2634.889 1 "Post" "PO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 1 "1doup" "The_boy_will_throw_the_bear_the_dinosaur" "right" "left" "training" "6/25/2019" "11:32" "right" 1 2029.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 2 "4doup" "George_will_send_the_donkey_the_fox" "left" "right" "training" "6/25/2019" "11:32" "left" 1 1193.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 3 "3doup" "Rebecca_Rabbit_will_bring_the_chicken_the_frog" "right" "left" "training" "6/25/2019" "11:32" "right" 1 2620.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 4 "2doup" "Tigger_will_give_the_zebra_the_butterfly" "right" "left" "training" "6/25/2019" "11:32" "right" 1 6922.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 5 "12doup" "Winnie_the_pooh_will_show_the_duck_the_owl" "right" "left" "training" "6/25/2019" "11:32" "right" 1 2003.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 6 "8doup" "Chase_will_give_the_kitten_the_deer" "right" "left" "training" "6/25/2019" "11:32" "right" 1 7283.84 1 "Post" "DO" "NonPred"
"7xoupuLiWWN49ct7OYCyzg4U1" 7 "10doup" "Boots_will_send_the_caterpillar_to_the_pig" "left" "right" "training" "6/25/2019" "11:32" "left" 1 4445.84 1 "Post" "DO" "NonPred"
